Name	Start	End	G-content
NC_045512.2	7975	8024	17
NC_045512.2	7978	8027	17
NC_045512.2	7979	8028	17
NC_045512.2	7980	8029	17
NC_045512.2	7981	8030	17
NC_045512.2	7982	8031	17
NC_045512.2	7986	8035	17
NC_045512.2	7987	8036	17
NC_045512.2	7993	8042	17
NC_045512.2	7994	8043	17
NC_045512.2	8828	8877	17
NC_045512.2	9208	9257	17
NC_045512.2	9209	9258	17
NC_045512.2	9229	9278	17
NC_045512.2	9230	9279	17
NC_045512.2	9231	9280	17
NC_045512.2	11227	11276	17
NC_045512.2	11228	11277	17
NC_045512.2	11229	11278	17
NC_045512.2	11230	11279	17
NC_045512.2	11234	11283	17
NC_045512.2	11238	11287	17
NC_045512.2	11343	11392	17
NC_045512.2	11344	11393	17
NC_045512.2	11345	11394	17
NC_045512.2	11346	11395	17
NC_045512.2	11347	11396	17
NC_045512.2	11348	11397	17
NC_045512.2	11349	11398	17
NC_045512.2	11350	11399	17
NC_045512.2	11352	11401	17
NC_045512.2	11353	11402	17
NC_045512.2	11354	11403	17
NC_045512.2	11356	11405	17
NC_045512.2	11357	11406	17
NC_045512.2	11358	11407	17
NC_045512.2	11361	11410	17
NC_045512.2	11362	11411	17
NC_045512.2	11363	11412	17
NC_045512.2	13366	13415	17
NC_045512.2	13367	13416	17
NC_045512.2	13368	13417	17
NC_045512.2	13369	13418	17
NC_045512.2	13370	13419	17
NC_045512.2	13378	13427	17
NC_045512.2	13379	13428	17
NC_045512.2	13465	13514	17
NC_045512.2	13466	13515	17
NC_045512.2	13467	13516	17
NC_045512.2	13468	13517	17
NC_045512.2	13469	13518	17
NC_045512.2	15403	15452	17
NC_045512.2	15404	15453	17
NC_045512.2	15405	15454	17
NC_045512.2	15406	15455	17
NC_045512.2	18268	18317	17
NC_045512.2	18269	18318	17
NC_045512.2	18270	18319	17
NC_045512.2	18272	18321	17
NC_045512.2	18273	18322	17
NC_045512.2	18274	18323	17
NC_045512.2	18276	18325	17
NC_045512.2	18277	18326	17
NC_045512.2	18278	18327	17
NC_045512.2	18279	18328	17
NC_045512.2	18280	18329	17
NC_045512.2	18281	18330	17
NC_045512.2	18283	18332	17
NC_045512.2	18284	18333	17
NC_045512.2	18287	18336	17
NC_045512.2	18293	18342	17
NC_045512.2	18298	18347	17
NC_045512.2	18299	18348	17
NC_045512.2	18300	18349	17
NC_045512.2	18301	18350	17
NC_045512.2	22316	22365	17
NC_045512.2	26754	26803	17
NC_045512.2	27063	27112	17
NC_045512.2	27064	27113	17
NC_045512.2	27065	27114	17
NC_045512.2	27066	27115	17
NC_045512.2	28346	28395	17
NC_045512.2	28347	28396	17
NC_045512.2	28355	28404	17
NC_045512.2	28356	28405	17
NC_045512.2	28357	28406	17
NC_045512.2	28763	28812	17
NC_045512.2	28867	28916	17
NC_045512.2	28879	28928	17
NC_045512.2	28880	28929	17
NC_045512.2	28881	28930	17
NC_045512.2	28882	28931	17
NC_045512.2	28893	28942	17
NC_045512.2	28894	28943	17
NC_045512.2	28895	28944	17
NC_045512.2	28897	28946	17
NC_045512.2	28898	28947	17
NC_045512.2	28899	28948	17
NC_045512.2	28901	28950	17
NC_045512.2	28902	28951	17
NC_045512.2	28903	28952	17
NC_045512.2	29217	29266	17
NC_045512.2	29218	29267	17
NC_045512.2	29219	29268	17
NC_045512.2	29730	29779	17
NC_045512.2	29731	29780	17
NC_045512.2	29738	29787	17
NC_045512.2	29739	29788	17
NC_045512.2	29740	29789	17
NC_045512.2	29741	29790	17
NC_045512.2	29742	29791	17
NC_045512.2	29751	29800	17
NC_045512.2	222	271	16
NC_045512.2	223	272	16
NC_045512.2	228	277	16
NC_045512.2	243	292	16
NC_045512.2	248	297	16
NC_045512.2	313	362	16
NC_045512.2	314	363	16
NC_045512.2	315	364	16
NC_045512.2	319	368	16
NC_045512.2	321	370	16
NC_045512.2	352	401	16
NC_045512.2	353	402	16
NC_045512.2	487	536	16
NC_045512.2	508	557	16
NC_045512.2	510	559	16
NC_045512.2	512	561	16
NC_045512.2	513	562	16
NC_045512.2	514	563	16
NC_045512.2	516	565	16
NC_045512.2	527	576	16
NC_045512.2	528	577	16
NC_045512.2	531	580	16
NC_045512.2	534	583	16
NC_045512.2	535	584	16
NC_045512.2	536	585	16
NC_045512.2	538	587	16
NC_045512.2	539	588	16
NC_045512.2	540	589	16
NC_045512.2	541	590	16
NC_045512.2	542	591	16
NC_045512.2	550	599	16
NC_045512.2	558	607	16
NC_045512.2	564	613	16
NC_045512.2	565	614	16
NC_045512.2	566	615	16
NC_045512.2	631	680	16
NC_045512.2	632	681	16
NC_045512.2	633	682	16
NC_045512.2	634	683	16
NC_045512.2	635	684	16
NC_045512.2	636	685	16
NC_045512.2	639	688	16
NC_045512.2	640	689	16
NC_045512.2	653	702	16
NC_045512.2	756	805	16
NC_045512.2	763	812	16
NC_045512.2	764	813	16
NC_045512.2	765	814	16
NC_045512.2	767	816	16
NC_045512.2	936	985	16
NC_045512.2	937	986	16
NC_045512.2	938	987	16
NC_045512.2	939	988	16
NC_045512.2	940	989	16
NC_045512.2	942	991	16
NC_045512.2	943	992	16
NC_045512.2	1225	1274	16
NC_045512.2	1226	1275	16
NC_045512.2	1227	1276	16
NC_045512.2	1228	1277	16
NC_045512.2	1231	1280	16
NC_045512.2	1257	1306	16
NC_045512.2	1456	1505	16
NC_045512.2	1457	1506	16
NC_045512.2	1458	1507	16
NC_045512.2	1459	1508	16
NC_045512.2	1464	1513	16
NC_045512.2	1541	1590	16
NC_045512.2	1542	1591	16
NC_045512.2	1550	1599	16
NC_045512.2	1558	1607	16
NC_045512.2	1559	1608	16
NC_045512.2	2144	2193	16
NC_045512.2	2146	2195	16
NC_045512.2	2147	2196	16
NC_045512.2	2148	2197	16
NC_045512.2	2165	2214	16
NC_045512.2	2166	2215	16
NC_045512.2	2167	2216	16
NC_045512.2	2731	2780	16
NC_045512.2	2848	2897	16
NC_045512.2	2849	2898	16
NC_045512.2	2851	2900	16
NC_045512.2	2852	2901	16
NC_045512.2	3036	3085	16
NC_045512.2	3037	3086	16
NC_045512.2	3038	3087	16
NC_045512.2	3039	3088	16
NC_045512.2	3051	3100	16
NC_045512.2	3052	3101	16
NC_045512.2	4114	4163	16
NC_045512.2	4115	4164	16
NC_045512.2	4116	4165	16
NC_045512.2	4117	4166	16
NC_045512.2	4118	4167	16
NC_045512.2	4119	4168	16
NC_045512.2	4120	4169	16
NC_045512.2	4121	4170	16
NC_045512.2	4122	4171	16
NC_045512.2	4123	4172	16
NC_045512.2	4124	4173	16
NC_045512.2	4249	4298	16
NC_045512.2	4250	4299	16
NC_045512.2	4256	4305	16
NC_045512.2	4474	4523	16
NC_045512.2	6334	6383	16
NC_045512.2	6335	6384	16
NC_045512.2	6336	6385	16
NC_045512.2	6337	6386	16
NC_045512.2	6338	6387	16
NC_045512.2	6339	6388	16
NC_045512.2	6342	6391	16
NC_045512.2	6345	6394	16
NC_045512.2	6346	6395	16
NC_045512.2	6347	6396	16
NC_045512.2	6348	6397	16
NC_045512.2	6349	6398	16
NC_045512.2	7972	8021	16
NC_045512.2	7973	8022	16
NC_045512.2	7974	8023	16
NC_045512.2	7976	8025	16
NC_045512.2	7977	8026	16
NC_045512.2	7983	8032	16
NC_045512.2	7984	8033	16
NC_045512.2	7985	8034	16
NC_045512.2	7988	8037	16
NC_045512.2	7990	8039	16
NC_045512.2	7991	8040	16
NC_045512.2	7992	8041	16
NC_045512.2	7995	8044	16
NC_045512.2	7996	8045	16
NC_045512.2	7999	8048	16
NC_045512.2	8000	8049	16
NC_045512.2	8823	8872	16
NC_045512.2	8824	8873	16
NC_045512.2	8827	8876	16
NC_045512.2	8829	8878	16
NC_045512.2	8830	8879	16
NC_045512.2	8831	8880	16
NC_045512.2	8832	8881	16
NC_045512.2	8833	8882	16
NC_045512.2	8834	8883	16
NC_045512.2	8840	8889	16
NC_045512.2	8841	8890	16
NC_045512.2	8842	8891	16
NC_045512.2	8843	8892	16
NC_045512.2	8844	8893	16
NC_045512.2	9202	9251	16
NC_045512.2	9203	9252	16
NC_045512.2	9206	9255	16
NC_045512.2	9207	9256	16
NC_045512.2	9210	9259	16
NC_045512.2	9211	9260	16
NC_045512.2	9224	9273	16
NC_045512.2	9228	9277	16
NC_045512.2	9232	9281	16
NC_045512.2	9233	9282	16
NC_045512.2	11218	11267	16
NC_045512.2	11219	11268	16
NC_045512.2	11220	11269	16
NC_045512.2	11221	11270	16
NC_045512.2	11224	11273	16
NC_045512.2	11225	11274	16
NC_045512.2	11226	11275	16
NC_045512.2	11231	11280	16
NC_045512.2	11232	11281	16
NC_045512.2	11233	11282	16
NC_045512.2	11235	11284	16
NC_045512.2	11236	11285	16
NC_045512.2	11237	11286	16
NC_045512.2	11239	11288	16
NC_045512.2	11240	11289	16
NC_045512.2	11241	11290	16
NC_045512.2	11242	11291	16
NC_045512.2	11243	11292	16
NC_045512.2	11342	11391	16
NC_045512.2	11351	11400	16
NC_045512.2	11355	11404	16
NC_045512.2	11359	11408	16
NC_045512.2	11360	11409	16
NC_045512.2	11364	11413	16
NC_045512.2	11365	11414	16
NC_045512.2	11368	11417	16
NC_045512.2	11369	11418	16
NC_045512.2	12031	12080	16
NC_045512.2	13364	13413	16
NC_045512.2	13365	13414	16
NC_045512.2	13371	13420	16
NC_045512.2	13372	13421	16
NC_045512.2	13373	13422	16
NC_045512.2	13374	13423	16
NC_045512.2	13376	13425	16
NC_045512.2	13377	13426	16
NC_045512.2	13380	13429	16
NC_045512.2	13381	13430	16
NC_045512.2	13382	13431	16
NC_045512.2	13383	13432	16
NC_045512.2	13459	13508	16
NC_045512.2	13464	13513	16
NC_045512.2	13470	13519	16
NC_045512.2	13471	13520	16
NC_045512.2	15400	15449	16
NC_045512.2	15401	15450	16
NC_045512.2	15402	15451	16
NC_045512.2	15407	15456	16
NC_045512.2	15408	15457	16
NC_045512.2	15409	15458	16
NC_045512.2	15410	15459	16
NC_045512.2	15411	15460	16
NC_045512.2	15412	15461	16
NC_045512.2	15414	15463	16
NC_045512.2	15427	15476	16
NC_045512.2	15428	15477	16
NC_045512.2	15429	15478	16
NC_045512.2	18266	18315	16
NC_045512.2	18267	18316	16
NC_045512.2	18275	18324	16
NC_045512.2	18282	18331	16
NC_045512.2	18302	18351	16
NC_045512.2	18866	18915	16
NC_045512.2	18867	18916	16
NC_045512.2	19845	19894	16
NC_045512.2	20884	20933	16
NC_045512.2	20885	20934	16
NC_045512.2	20886	20935	16
NC_045512.2	20887	20936	16
NC_045512.2	20888	20937	16
NC_045512.2	20898	20947	16
NC_045512.2	20899	20948	16
NC_045512.2	22315	22364	16
NC_045512.2	22317	22366	16
NC_045512.2	24187	24236	16
NC_045512.2	24188	24237	16
NC_045512.2	24190	24239	16
NC_045512.2	24191	24240	16
NC_045512.2	24192	24241	16
NC_045512.2	24193	24242	16
NC_045512.2	25265	25314	16
NC_045512.2	25266	25315	16
NC_045512.2	25947	25996	16
NC_045512.2	26746	26795	16
NC_045512.2	26749	26798	16
NC_045512.2	26750	26799	16
NC_045512.2	26751	26800	16
NC_045512.2	26752	26801	16
NC_045512.2	26753	26802	16
NC_045512.2	26755	26804	16
NC_045512.2	27056	27105	16
NC_045512.2	27057	27106	16
NC_045512.2	27058	27107	16
NC_045512.2	27059	27108	16
NC_045512.2	27060	27109	16
NC_045512.2	27061	27110	16
NC_045512.2	27062	27111	16
NC_045512.2	27067	27116	16
NC_045512.2	27073	27122	16
NC_045512.2	27074	27123	16
NC_045512.2	27077	27126	16
NC_045512.2	27078	27127	16
NC_045512.2	27079	27128	16
NC_045512.2	28041	28090	16
NC_045512.2	28325	28374	16
NC_045512.2	28326	28375	16
NC_045512.2	28327	28376	16
NC_045512.2	28328	28377	16
NC_045512.2	28329	28378	16
NC_045512.2	28331	28380	16
NC_045512.2	28332	28381	16
NC_045512.2	28333	28382	16
NC_045512.2	28334	28383	16
NC_045512.2	28335	28384	16
NC_045512.2	28336	28385	16
NC_045512.2	28337	28386	16
NC_045512.2	28343	28392	16
NC_045512.2	28344	28393	16
NC_045512.2	28345	28394	16
NC_045512.2	28348	28397	16
NC_045512.2	28349	28398	16
NC_045512.2	28350	28399	16
NC_045512.2	28354	28403	16
NC_045512.2	28358	28407	16
NC_045512.2	28359	28408	16
NC_045512.2	28360	28409	16
NC_045512.2	28361	28410	16
NC_045512.2	28548	28597	16
NC_045512.2	28641	28690	16
NC_045512.2	28642	28691	16
NC_045512.2	28643	28692	16
NC_045512.2	28760	28809	16
NC_045512.2	28761	28810	16
NC_045512.2	28762	28811	16
NC_045512.2	28764	28813	16
NC_045512.2	28768	28817	16
NC_045512.2	28769	28818	16
NC_045512.2	28770	28819	16
NC_045512.2	28771	28820	16
NC_045512.2	28772	28821	16
NC_045512.2	28773	28822	16
NC_045512.2	28774	28823	16
NC_045512.2	28778	28827	16
NC_045512.2	28779	28828	16
NC_045512.2	28780	28829	16
NC_045512.2	28781	28830	16
NC_045512.2	28865	28914	16
NC_045512.2	28866	28915	16
NC_045512.2	28883	28932	16
NC_045512.2	28890	28939	16
NC_045512.2	28891	28940	16
NC_045512.2	28892	28941	16
NC_045512.2	28896	28945	16
NC_045512.2	28900	28949	16
NC_045512.2	28904	28953	16
NC_045512.2	28905	28954	16
NC_045512.2	28906	28955	16
NC_045512.2	28907	28956	16
NC_045512.2	29214	29263	16
NC_045512.2	29215	29264	16
NC_045512.2	29216	29265	16
NC_045512.2	29220	29269	16
NC_045512.2	29729	29778	16
NC_045512.2	29743	29792	16
NC_045512.2	29744	29793	16
NC_045512.2	29745	29794	16
NC_045512.2	29746	29795	16
NC_045512.2	29747	29796	16
NC_045512.2	29749	29798	16
NC_045512.2	29750	29799	16
NC_045512.2	29752	29801	16
NC_045512.2	29753	29802	16
NC_045512.2	29754	29803	16
NC_045512.2	29755	29804	16
NC_045512.2	203	252	15
NC_045512.2	204	253	15
NC_045512.2	207	256	15
NC_045512.2	208	257	15
NC_045512.2	212	261	15
NC_045512.2	213	262	15
NC_045512.2	216	265	15
NC_045512.2	219	268	15
NC_045512.2	220	269	15
NC_045512.2	221	270	15
NC_045512.2	249	298	15
NC_045512.2	250	299	15
NC_045512.2	311	360	15
NC_045512.2	312	361	15
NC_045512.2	316	365	15
NC_045512.2	317	366	15
NC_045512.2	318	367	15
NC_045512.2	320	369	15
NC_045512.2	354	403	15
NC_045512.2	358	407	15
NC_045512.2	359	408	15
NC_045512.2	362	411	15
NC_045512.2	368	417	15
NC_045512.2	370	419	15
NC_045512.2	371	420	15
NC_045512.2	481	530	15
NC_045512.2	482	531	15
NC_045512.2	483	532	15
NC_045512.2	484	533	15
NC_045512.2	485	534	15
NC_045512.2	486	535	15
NC_045512.2	488	537	15
NC_045512.2	497	546	15
NC_045512.2	498	547	15
NC_045512.2	499	548	15
NC_045512.2	500	549	15
NC_045512.2	504	553	15
NC_045512.2	505	554	15
NC_045512.2	506	555	15
NC_045512.2	507	556	15
NC_045512.2	511	560	15
NC_045512.2	537	586	15
NC_045512.2	543	592	15
NC_045512.2	544	593	15
NC_045512.2	545	594	15
NC_045512.2	549	598	15
NC_045512.2	559	608	15
NC_045512.2	560	609	15
NC_045512.2	561	610	15
NC_045512.2	562	611	15
NC_045512.2	563	612	15
NC_045512.2	567	616	15
NC_045512.2	577	626	15
NC_045512.2	578	627	15
NC_045512.2	596	645	15
NC_045512.2	611	660	15
NC_045512.2	613	662	15
NC_045512.2	614	663	15
NC_045512.2	620	669	15
NC_045512.2	621	670	15
NC_045512.2	625	674	15
NC_045512.2	626	675	15
NC_045512.2	628	677	15
NC_045512.2	629	678	15
NC_045512.2	630	679	15
NC_045512.2	637	686	15
NC_045512.2	638	687	15
NC_045512.2	641	690	15
NC_045512.2	642	691	15
NC_045512.2	643	692	15
NC_045512.2	644	693	15
NC_045512.2	652	701	15
NC_045512.2	654	703	15
NC_045512.2	655	704	15
NC_045512.2	656	705	15
NC_045512.2	658	707	15
NC_045512.2	659	708	15
NC_045512.2	660	709	15
NC_045512.2	755	804	15
NC_045512.2	766	815	15
NC_045512.2	768	817	15
NC_045512.2	775	824	15
NC_045512.2	776	825	15
NC_045512.2	777	826	15
NC_045512.2	800	849	15
NC_045512.2	921	970	15
NC_045512.2	922	971	15
NC_045512.2	931	980	15
NC_045512.2	932	981	15
NC_045512.2	935	984	15
NC_045512.2	941	990	15
NC_045512.2	944	993	15
NC_045512.2	1123	1172	15
NC_045512.2	1124	1173	15
NC_045512.2	1125	1174	15
NC_045512.2	1219	1268	15
NC_045512.2	1220	1269	15
NC_045512.2	1221	1270	15
NC_045512.2	1222	1271	15
NC_045512.2	1223	1272	15
NC_045512.2	1224	1273	15
NC_045512.2	1229	1278	15
NC_045512.2	1230	1279	15
NC_045512.2	1232	1281	15
NC_045512.2	1233	1282	15
NC_045512.2	1240	1289	15
NC_045512.2	1241	1290	15
NC_045512.2	1242	1291	15
NC_045512.2	1255	1304	15
NC_045512.2	1256	1305	15
NC_045512.2	1258	1307	15
NC_045512.2	1439	1488	15
NC_045512.2	1444	1493	15
NC_045512.2	1446	1495	15
NC_045512.2	1447	1496	15
NC_045512.2	1448	1497	15
NC_045512.2	1449	1498	15
NC_045512.2	1450	1499	15
NC_045512.2	1451	1500	15
NC_045512.2	1452	1501	15
NC_045512.2	1453	1502	15
NC_045512.2	1454	1503	15
NC_045512.2	1455	1504	15
NC_045512.2	1465	1514	15
NC_045512.2	1466	1515	15
NC_045512.2	1477	1526	15
NC_045512.2	1478	1527	15
NC_045512.2	1484	1533	15
NC_045512.2	1485	1534	15
NC_045512.2	1486	1535	15
NC_045512.2	1487	1536	15
NC_045512.2	1540	1589	15
NC_045512.2	1543	1592	15
NC_045512.2	1544	1593	15
NC_045512.2	1546	1595	15
NC_045512.2	1547	1596	15
NC_045512.2	1548	1597	15
NC_045512.2	1549	1598	15
NC_045512.2	1551	1600	15
NC_045512.2	1552	1601	15
NC_045512.2	1553	1602	15
NC_045512.2	1554	1603	15
NC_045512.2	1555	1604	15
NC_045512.2	1556	1605	15
NC_045512.2	1557	1606	15
NC_045512.2	1560	1609	15
NC_045512.2	2051	2100	15
NC_045512.2	2052	2101	15
NC_045512.2	2053	2102	15
NC_045512.2	2054	2103	15
NC_045512.2	2136	2185	15
NC_045512.2	2137	2186	15
NC_045512.2	2138	2187	15
NC_045512.2	2139	2188	15
NC_045512.2	2140	2189	15
NC_045512.2	2141	2190	15
NC_045512.2	2142	2191	15
NC_045512.2	2143	2192	15
NC_045512.2	2145	2194	15
NC_045512.2	2168	2217	15
NC_045512.2	2169	2218	15
NC_045512.2	2170	2219	15
NC_045512.2	2171	2220	15
NC_045512.2	2172	2221	15
NC_045512.2	2173	2222	15
NC_045512.2	2235	2284	15
NC_045512.2	2237	2286	15
NC_045512.2	2239	2288	15
NC_045512.2	2240	2289	15
NC_045512.2	2241	2290	15
NC_045512.2	2242	2291	15
NC_045512.2	2243	2292	15
NC_045512.2	2244	2293	15
NC_045512.2	2245	2294	15
NC_045512.2	2246	2295	15
NC_045512.2	2577	2626	15
NC_045512.2	2713	2762	15
NC_045512.2	2714	2763	15
NC_045512.2	2715	2764	15
NC_045512.2	2729	2778	15
NC_045512.2	2730	2779	15
NC_045512.2	2732	2781	15
NC_045512.2	2733	2782	15
NC_045512.2	2734	2783	15
NC_045512.2	2735	2784	15
NC_045512.2	2736	2785	15
NC_045512.2	2737	2786	15
NC_045512.2	2738	2787	15
NC_045512.2	2739	2788	15
NC_045512.2	2740	2789	15
NC_045512.2	2741	2790	15
NC_045512.2	2845	2894	15
NC_045512.2	2846	2895	15
NC_045512.2	2847	2896	15
NC_045512.2	2850	2899	15
NC_045512.2	2853	2902	15
NC_045512.2	2854	2903	15
NC_045512.2	2855	2904	15
NC_045512.2	2856	2905	15
NC_045512.2	2857	2906	15
NC_045512.2	2858	2907	15
NC_045512.2	2955	3004	15
NC_045512.2	2956	3005	15
NC_045512.2	2957	3006	15
NC_045512.2	3034	3083	15
NC_045512.2	3035	3084	15
NC_045512.2	3053	3102	15
NC_045512.2	3065	3114	15
NC_045512.2	3182	3231	15
NC_045512.2	3201	3250	15
NC_045512.2	3202	3251	15
NC_045512.2	3430	3479	15
NC_045512.2	3431	3480	15
NC_045512.2	3433	3482	15
NC_045512.2	3434	3483	15
NC_045512.2	3436	3485	15
NC_045512.2	3437	3486	15
NC_045512.2	3465	3514	15
NC_045512.2	3466	3515	15
NC_045512.2	3467	3516	15
NC_045512.2	3536	3585	15
NC_045512.2	3537	3586	15
NC_045512.2	3538	3587	15
NC_045512.2	3539	3588	15
NC_045512.2	3547	3596	15
NC_045512.2	3548	3597	15
NC_045512.2	4099	4148	15
NC_045512.2	4100	4149	15
NC_045512.2	4101	4150	15
NC_045512.2	4102	4151	15
NC_045512.2	4103	4152	15
NC_045512.2	4104	4153	15
NC_045512.2	4105	4154	15
NC_045512.2	4108	4157	15
NC_045512.2	4109	4158	15
NC_045512.2	4111	4160	15
NC_045512.2	4112	4161	15
NC_045512.2	4113	4162	15
NC_045512.2	4125	4174	15
NC_045512.2	4126	4175	15
NC_045512.2	4139	4188	15
NC_045512.2	4140	4189	15
NC_045512.2	4141	4190	15
NC_045512.2	4142	4191	15
NC_045512.2	4176	4225	15
NC_045512.2	4177	4226	15
NC_045512.2	4178	4227	15
NC_045512.2	4179	4228	15
NC_045512.2	4180	4229	15
NC_045512.2	4245	4294	15
NC_045512.2	4246	4295	15
NC_045512.2	4247	4296	15
NC_045512.2	4248	4297	15
NC_045512.2	4257	4306	15
NC_045512.2	4260	4309	15
NC_045512.2	4261	4310	15
NC_045512.2	4262	4311	15
NC_045512.2	4270	4319	15
NC_045512.2	4271	4320	15
NC_045512.2	4472	4521	15
NC_045512.2	4473	4522	15
NC_045512.2	4475	4524	15
NC_045512.2	4476	4525	15
NC_045512.2	4478	4527	15
NC_045512.2	4479	4528	15
NC_045512.2	4480	4529	15
NC_045512.2	4481	4530	15
NC_045512.2	4482	4531	15
NC_045512.2	4483	4532	15
NC_045512.2	4484	4533	15
NC_045512.2	4485	4534	15
NC_045512.2	4486	4535	15
NC_045512.2	5414	5463	15
NC_045512.2	5415	5464	15
NC_045512.2	5416	5465	15
NC_045512.2	5417	5466	15
NC_045512.2	5418	5467	15
NC_045512.2	5421	5470	15
NC_045512.2	5422	5471	15
NC_045512.2	5423	5472	15
NC_045512.2	5424	5473	15
NC_045512.2	5425	5474	15
NC_045512.2	5509	5558	15
NC_045512.2	5512	5561	15
NC_045512.2	5513	5562	15
NC_045512.2	5515	5564	15
NC_045512.2	5531	5580	15
NC_045512.2	6320	6369	15
NC_045512.2	6325	6374	15
NC_045512.2	6326	6375	15
NC_045512.2	6327	6376	15
NC_045512.2	6328	6377	15
NC_045512.2	6329	6378	15
NC_045512.2	6330	6379	15
NC_045512.2	6331	6380	15
NC_045512.2	6332	6381	15
NC_045512.2	6333	6382	15
NC_045512.2	6350	6399	15
NC_045512.2	6351	6400	15
NC_045512.2	6352	6401	15
NC_045512.2	6355	6404	15
NC_045512.2	6356	6405	15
NC_045512.2	7544	7593	15
NC_045512.2	7550	7599	15
NC_045512.2	7969	8018	15
NC_045512.2	7970	8019	15
NC_045512.2	7971	8020	15
NC_045512.2	7989	8038	15
NC_045512.2	7997	8046	15
